OBJECTID,SourceOID,ABCDMisc,ADSPermissionState,ContainmentDateTime,ControlDateTime,CreatedBySystem,IncidentSize,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalAcres,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsQuarantined,IsReimbursable,IsTrespass,IsUnifiedCommand,IsValid,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,EstimatedFinalCost,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,IsCpxChild,CpxName,CpxID,SourceGlobalID,GlobalID,IncidentComplexityLevel,longitude,latitude,session_source_key
93,3594695,,DEFAULT,nan,nan,lacocad,nan,0.1,CALACC,nan,,,,,,,,,Undetermined,,,,,1507285619000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-298693,,WF,FI,34.0098381,-118.1490097,nan,nan,{60154640-63D0-48DA-B879-98FA38B3F764},nan,0,nan,nan,0,nan,nan,nan,1,298693,nan,nan,,Los Angeles,,06037,,,,,,,,,,nan,,SC08,C&L,CALAC,US-CA,,,,,nan,2017-CALAC-298693,No Decision,nan,,nan,1507285804203,1507285804203,0,,,{60154640-63D0-48DA-B879-98FA38B3F764},6cef6403-ed5e-490c-bfd2-636fe2607682,,-118.14900969999997,34.009838100000024,nifc_wildfire_incidents
94,908394,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,J011,,1438973760000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,KOOL,,WF,FI,nan,nan,nan,nan,{A31DC872-93CC-4089-9BC6-099702D38852},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000112,nan,nan,,Shannon,,46113,,SDPRA,,BIA,Federal,,,,,nan,,,,SDPRA,US-SD,,,,,nan,2015-SDPRA-000112,No Decision,nan,,nan,1438991744127,1438991814537,0,,,{A31DC872-93CC-4089-9BC6-099702D38852},086d076b-56b0-4e97-bb71-0d323aed1400,,-102.44199999999996,43.19220000000007,nifc_wildfire_incidents
95,1814398,,DEFAULT,nan,nan,wildcad,nan,0.1,WANEC,nan,,,,,,,,,Undetermined,,,KR7F,,1476477120000,,nan,nan,nan,nan,nan,PD,1502,NWCC,nan,nan,nan,,,2017 BLM Incident Support,,WF,FI,47.65659,-117.3587,nan,nan,{D5106A79-84C8-41DD-A55A-0F4881BDAB51},nan,0,1.0,0.0,0,0.0,0.0,nan,1,001077,nan,nan,,Spokane,,53063,,,,,,,,,,nan,,NW10,BLM,WASPD,US-WA,,,,,nan,2016-WASPD-001077,No Decision,nan,,nan,1476477227697,1476477294257,0,,,{D5106A79-84C8-41DD-A55A-0F4881BDAB51},501e245a-d382-4b73-868e-992164176fd5,,-117.35869999999994,47.65659000000005,nifc_wildfire_incidents
96,10380381,,DEFAULT,nan,nan,cfcad,nan,0.1,CAGVCC,nan,,,,,,,,,Unknown,,,M8F2,,1593723431000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,CHAMPAGNE,,WF,FI,38.81025,-121.113383,nan,nan,{073776DA-2E3A-4313-8747-1D9825586053},nan,0,1.0,0.0,0,0.0,0.0,nan,1,014527,nan,nan,,Placer,CACICC,06061,,,,Private,Private,,,,,nan,,NC05,,CANEU,US-CA,,,,,nan,2020-CANEU-014527,No Decision,nan,,nan,1593723444697,1593881170090,0,,,{073776DA-2E3A-4313-8747-1D9825586053},27dc7b73-075b-4cc7-ab6a-fe7f0af5e455,,-121.11338299999994,38.81025000000005,nifc_wildfire_incidents
97,729964,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,JP5N,,1431192360000,,nan,nan,nan,nan,nan,,,NWCC,nan,nan,nan,,,RUSSELL,,WF,FI,nan,nan,nan,nan,{318D7F45-06E5-4C5E-9B13-A145C2423984},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000094,nan,nan,,Yakima,,53077,,WAOWF,,USFS,Federal,,,,,nan,,,,WAOWF,US-WA,,,,,nan,2015-WAOWF-000094,No Decision,nan,,nan,1431204180893,1431204436973,0,,,{318D7F45-06E5-4C5E-9B13-A145C2423984},38d5c8e6-d495-4531-9c40-3e713ebf4d69,,-121.207,46.647200000000055,nifc_wildfire_incidents
98,6774389,,DEFAULT,nan,nan,wildcad,nan,nan,NMTDC,nan,,,,,,,,,Unknown,,,,,1567266451000,,nan,nan,nan,nan,nan,,,SWCC,nan,nan,nan,,,Canjilon WUI - Mesita,,RX,FI,36.008158,-106.007676,nan,nan,{1F0B80B0-3FAF-4C89-AA56-2926571F4E93},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000469,nan,nan,,Rio Arriba,NMSFC,35039,BLM,NMTAD,,,,,,,,nan,,SW07,FS,NMCAF,US-NM,,,,,nan,2019-NMCAF-000469,No Decision,nan,,nan,1567270386723,1567270386723,0,,,{1F0B80B0-3FAF-4C89-AA56-2926571F4E93},688cc03a-68b2-4ec7-9366-c0c4d1d1e8b0,,-106.00767599999996,36.00815800000004,nifc_wildfire_incidents
99,20434790,,DEFAULT,nan,nan,cfcad,nan,0.1,CAFKCC,nan,,,,,,,,,Undetermined,,,,,1626265057000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,MARIE,,WF,FI,36.760387,-120.382433,nan,nan,{3E05597E-9763-484D-8DEE-9F0C3B1DD58E},nan,0,0.0,0.0,0,0.0,0.0,nan,1,010889,nan,nan,,Fresno,CASICC,06019,,,,Private,Private,,,,,nan,,SC05,CDF,CAFKU,US-CA,,,,,nan,2021-CAFKU-010889,No Decision,nan,,nan,1626267118277,1626267118277,0,,,{3E05597E-9763-484D-8DEE-9F0C3B1DD58E},0aac5eea-b0db-4c5f-8a78-78b74d891d79,,-120.382433,36.76038700000004,nifc_wildfire_incidents
100,729961,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,JP49,,1431120120000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,SUBSTATION,,WF,FI,nan,nan,nan,nan,{31485E14-FD45-4E1E-B252-6821B8323DF2},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000033,nan,nan,,Roosevelt,,30085,,MTAST,,Tribal,Other,,,,,nan,,,,MTFPA,US-MT,,,,,nan,2015-MTFPA-000033,No Decision,nan,,nan,1431132763143,1431132788063,0,,,{31485E14-FD45-4E1E-B252-6821B8323DF2},bdba699e-e938-4896-a835-7be69cacfa74,,-105.13799999999998,48.11670000000004,nifc_wildfire_incidents
101,3510013,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,LC0J,,1505248200000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,A RANCH,,WF,FI,nan,nan,nan,nan,{2145B164-A0B4-49B4-B9A2-3CF75D925B64},nan,0,0.0,0.0,0,0.0,0.0,nan,1,001715,nan,nan,,Marin,,06041,,CARNP,,NPS,Federal,,,,,nan,,NC02,NPS,CARNP,US-CA,,,,,nan,2017-CARNP-001715,No Decision,nan,,nan,1505281053343,1505281127470,0,,,{2145B164-A0B4-49B4-B9A2-3CF75D925B64},0d82575e-10ad-4516-8c22-23f80ba78cf0,,-122.99805555999995,37.998888890000046,nifc_wildfire_incidents
102,2182800,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,KXG0,,1490224320000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,FORESTRY,,WF,FI,nan,nan,nan,nan,{96CE3A26-1C2A-43E6-BA62-5CC8882B4E43},nan,0,1.0,0.0,0,1.0,0.0,nan,1,000015,nan,nan,,Todd,,46121,,SDRBA,,BIA,Federal,,,,,nan,,RM56,BIA,SDRBA,US-SD,,,,,nan,2017-SDRBA-000015,No Decision,nan,,nan,1490227097660,1490227137847,0,,,{96CE3A26-1C2A-43E6-BA62-5CC8882B4E43},892c1ab1-14da-40f7-a21a-918c27944577,,-100.85416666699996,43.22916666700007,nifc_wildfire_incidents
103,23846147,,DEFAULT,nan,nan,INFORM_Mobile,0.1,nan,NHNEC,nan,,,,,,,,,Human,Power generation/transmission/distribution,Electrical transmission/distribution systems,,,1657389540000,,nan,nan,nan,nan,nan,,,EACC,nan,nan,nan,,,Carrabassett Valley fire,,WF,FI,nan,nan,nan,nan,{61075D81-E765-4492-BD9D-D0961276CA4C},nan,0,nan,nan,0,nan,nan,nan,1,22002221,nan,nan,,Franklin,NHNEC,23007,,,,Private,Private,,,,,nan,,EA21,SFS,MEMES,US-ME,,,,,nan,2022-MEMES-22002221,No Decision,nan,,nan,1657761535227,1657761535227,0,,,{736000B5-F7F7-4CC1-BB05-5BF0BE4A34CA},95d09d8d-db86-4093-9526-1097c6c37a0b,,-70.37554848,45.11066547,nifc_wildfire_incidents
104,18769191,,DEFAULT,nan,nan,wildcad,1200.0,1.0,SDGPC,nan,,,,,,,,,Human,,,,,1611590322000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,Super PB,,RX,FI,44.30209,-103.6267,nan,nan,{0B8382F2-BDCD-4ED7-AB48-B96F9D3398BC},nan,0,0.0,0.0,0,0.0,0.0,nan,1,210058,nan,nan,,Lawrence,SDGPC,46081,FS,SDBKF,,,,,,,,nan,,RM51,FS,SDBKF,US-SD,,,,,nan,2021-SDBKF-210058,No Decision,nan,,nan,1613588539420,1613588539420,0,,,{0B8382F2-BDCD-4ED7-AB48-B96F9D3398BC},c35db3bd-1014-43b4-bd3d-e1f1e5193402,,-103.62669999999996,44.30209000000008,nifc_wildfire_incidents
105,13389588,,DEFAULT,nan,nan,cfcad,nan,0.1,CAYICC,nan,,,,,,,,,Unknown,,,,,1597808613000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,SHAMROCK,,WF,FI,41.6705,-122.611783,nan,nan,{2CEBEDAE-C33F-4A18-8C56-0CEE086723F3},nan,0,nan,nan,0,nan,nan,nan,1,006431,nan,nan,,Siskiyou,CAYICC,06093,,,,Private,Private,,,,,nan,,NC06,,CASKU,US-CA,,,,,nan,2020-CASKU-006431,No Decision,nan,,nan,1597808630037,1597817748250,0,,,{2CEBEDAE-C33F-4A18-8C56-0CEE086723F3},ecde92b5-f807-4116-a138-35151097c4df,,-122.61178299999996,41.67050000000006,nifc_wildfire_incidents
106,20746399,,DEFAULT,nan,nan,cfcad,nan,0.1,CAMMCC,nan,,,,,,,,,Undetermined,,,,,1627702506000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,MCKEE RD / SOUTH BEAR CREEK DR E,,WF,FI,37.309126,-120.443606,nan,nan,{9564B6B3-28C9-419D-941F-19665BF8DC59},nan,0,0.0,0.0,0,0.0,0.0,nan,1,016308,nan,nan,,Merced,CAMMCC,06047,,,,Private,Private,,,,,nan,,SC05,CDF,CAMMU,US-CA,,,,,nan,2021-CAMMU-016308,No Decision,nan,,nan,1627703658530,1627703721017,0,,,{9564B6B3-28C9-419D-941F-19665BF8DC59},3afe2da8-0707-4983-a453-56521399baaa,,-120.443606,37.30912600000005,nifc_wildfire_incidents
107,23863062,,DEFAULT,nan,nan,firecode,nan,nan,NDNDC,nan,,,,,,,,,,,,P20F,,1664480760000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,SUNNYSIDE,,WF,FI,nan,nan,nan,nan,{73B22DC8-0A09-4E51-94EA-163310CCBC55},nan,0,0.0,0.0,0,0.0,0.0,nan,1,220051,nan,nan,,Rolette,NDNDC,38079,BIA,NDTMA,,BIA,Federal,,,,,nan,,NR17,BIA,NDTMA,US-ND,,,,,nan,2022-NDTMA-220051,No Decision,nan,,nan,1664485971697,1664485971697,0,,,{4E305A88-98CC-48ED-97AD-23C70FDC27B2},db72fcc0-b112-4741-8a16-3b330ca4f8cc,,-99.73111111,48.83416667,nifc_wildfire_incidents
108,10568784,,DEFAULT,nan,nan,lacocad,nan,0.1,CALACC,nan,,,,,,,,,Unknown,,,,,1594165586000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,LAC-200374,,WF,FI,34.4469,-118.66016,nan,nan,{8BDEB9B3-3770-4D4F-B4AD-91D7BE13DB1B},nan,0,nan,nan,0,nan,nan,nan,1,200374,nan,nan,,Los Angeles,CALACC,06037,,,,,,,,,,nan,,SC09,C&L,CALAC,US-CA,,,,,nan,2020-CALAC-200374,No Decision,nan,,nan,1594165965323,1594165965323,0,,,{8BDEB9B3-3770-4D4F-B4AD-91D7BE13DB1B},5d59ec2f-324b-4f97-81f8-33e1d5b46b8c,,-118.66015999999996,34.44690000000003,nifc_wildfire_incidents
109,770542,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,JR96,,1433910000000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,JUNGLE,,WF,FI,nan,nan,nan,nan,{00292E4D-3686-4B47-81C1-572CAD0D655A},nan,0,0.0,0.0,0,1.0,0.0,nan,1,000023,nan,nan,,Blaine,,30005,,MTFBA,,BIA,Federal,,,,,nan,,,,MTFBA,US-MT,,,,,nan,2015-MTFBA-000023,No Decision,nan,,nan,1434128317903,1434128343960,0,,,{00292E4D-3686-4B47-81C1-572CAD0D655A},8d43e527-adbe-43ef-b3c1-8084c8a34cb2,,-108.75099999999998,48.45580000000007,nifc_wildfire_incidents
110,6423977,,DEFAULT,nan,nan,wildcad,nan,nan,CODRC,nan,,,,,,,,,Unknown,,,,,1562708813000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,Vallecito-Piedra 1 RX,,RX,FI,37.28559,-107.4319,nan,nan,{CE1C6733-DADB-415C-A29E-B04B940D7287},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000388,nan,nan,,Archuleta,CODRC,08007,FS,COSJF,,,,,,,,nan,,RM37,FS,COSJF,US-CO,,,,,nan,2019-COSJF-000388,No Decision,nan,,nan,1562708995990,1567966984610,0,,,{CE1C6733-DADB-415C-A29E-B04B940D7287},94819bc8-769c-4fbf-a7bc-a082d0628b68,,-107.44589999999994,37.308280000000025,nifc_wildfire_incidents
111,588678,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,JD2J,,1409865600000,,nan,nan,nan,nan,nan,,,RMCC,nan,nan,nan,,,LONG WAY,,WF,FI,nan,nan,nan,nan,{5ECF4A2A-AB0D-4E7C-A068-2456CA9A13CD},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000148,nan,nan,,Shannon,,46113,,SDPRA,,BIA,Federal,,,,,nan,,,,SDPRA,US-SD,,,,,nan,2014-SDPRA-000148,No Decision,nan,,nan,1409879516000,1409879535413,0,,,{5ECF4A2A-AB0D-4E7C-A068-2456CA9A13CD},01c5bbff-8a20-41e7-a9f6-0fdc392005b7,,-102.53999999999996,43.07830000000007,nifc_wildfire_incidents
112,7493183,,DEFAULT,nan,nan,wildcad,nan,nan,CAGVCC,nan,,,,,,,,,Unknown,,,,,1575915416000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,YRRD PILES - CAMP,,RX,FI,39.44289,-121.0691,nan,nan,{25245CB4-BEFD-434F-B10B-14AF797CD345},nan,0,0.0,0.0,0,0.0,0.0,nan,1,001493,nan,nan,,Yuba,CAGVCC,06115,FS,CATNF,,,,,,,,nan,,NC07,FS,CATNF,US-CA,,,,,nan,2019-CATNF-001493,No Decision,nan,,nan,1575915554103,1576691694933,0,,,{25245CB4-BEFD-434F-B10B-14AF797CD345},31d97421-b488-4af0-84dd-cb0d815da891,,-121.0691,39.442890000000034,nifc_wildfire_incidents
113,1564581,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,KK1E,,1470430140000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,DEER,,WF,FI,nan,nan,nan,nan,{4319AE0D-AD3F-4ABB-A6C7-6B4B9390194C},nan,0,1.0,0.0,0,1.0,0.0,nan,1,022133,nan,nan,,Amador,,06005,,,,,,,,,,nan,,NC07,CDF,CAAEU,US-CA,,,,,nan,2016-CAAEU-022133,No Decision,nan,,nan,1470431582750,1470431582750,0,,,{4319AE0D-AD3F-4ABB-A6C7-6B4B9390194C},47cd2b52-cffe-4ba0-9b3c-455ac8e9e1d8,,-120.87361111099996,38.25277777800005,nifc_wildfire_incidents
114,20446392,,DEFAULT,nan,nan,cfcad,nan,0.1,CARRCC,nan,,,,,,,,,Undetermined,,,,,1626325068000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,STN64 GLIV,,WF,FI,33.751741,-117.457489,nan,nan,{9D2CFAE2-0991-4D99-8F55-C58F304BE35C},nan,0,0.0,0.0,0,0.0,0.0,nan,1,094314,nan,nan,,Riverside,CARRCC,06065,,,,Private,Private,,,,,nan,,SC08,CDF,CARRU,US-CA,,,,,nan,2021-CARRU-094314,No Decision,nan,,nan,1626325118690,1626325219940,0,,,{9D2CFAE2-0991-4D99-8F55-C58F304BE35C},4e788584-f896-42af-9ecc-8850b08dce12,,-117.45748899999997,33.75174100000004,nifc_wildfire_incidents
115,892215,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,J0Q6,,1438291080000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,VILLAGE,,WF,FI,nan,nan,nan,nan,{DEEA1418-6074-48CA-A804-F386FF1FAAAB},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000064,nan,nan,,McKenzie,,38053,,NDFBA,,BIA,Federal,,,,,nan,,,,NDFBA,US-ND,,,,,nan,2015-NDFBA-000064,No Decision,nan,,nan,1438616830230,1438616878957,0,,,{DEEA1418-6074-48CA-A804-F386FF1FAAAB},3e9f1d6a-262a-4a9e-ae49-f4d5c86d1235,,-102.59799999999996,47.98440000000005,nifc_wildfire_incidents
116,6080378,,DEFAULT,nan,nan,wildcad,32.0,0.1,AZWDC,nan,,,,,,,,,Unknown,,,,,1549308326000,,nan,nan,nan,nan,nan,,,SWCC,nan,nan,nan,,,WRD-SOUTHSIDE PILES 2019,,RX,FI,35.19053,-112.1581,nan,nan,{E842ADCA-5C76-4354-AE8A-13E5E2ADC8B1},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000002,nan,nan,,Coconino,AZWDC,04005,DVF,AZAZS,,,,,,,,nan,,SW05,FS,AZKNF,US-AZ,,,,,nan,2019-AZKNF-000002,No Decision,nan,,nan,1557091023793,1577729755927,0,,,{E842ADCA-5C76-4354-AE8A-13E5E2ADC8B1},965fecb4-798d-4bbb-a474-348ccc5e2c4a,,-112.1581,35.190530000000024,nifc_wildfire_incidents
117,5242768,,DEFAULT,nan,nan,wildcad,100.0,100.0,MIMIDC,nan,,,,,,,,,Unknown,,,,,1532695983000,,nan,nan,nan,nan,nan,,,EACC,nan,nan,nan,,,Phun RX ,,RX,FI,44.45069,-83.72223,nan,nan,{3B50A47E-C592-4532-8C74-B4B2A4C67477},nan,0,0.0,0.0,0,0.0,0.0,nan,1,180315,nan,nan,,Iosco,MIMIDC,26069,FS,MIHMF,,,,,,,,nan,,EA07,FS,MIHMF,US-MI,,,,,nan,2018-MIHMF-180315,No Decision,nan,,nan,1540302872957,1540302872957,0,,,{3B50A47E-C592-4532-8C74-B4B2A4C67477},48475626-1cf7-4b55-a9b1-7c6e6893e422,,-83.72222999999997,44.450690000000066,nifc_wildfire_incidents
118,6803581,,DEFAULT,nan,nan,cfcad,nan,0.1,CAYICC,nan,,,,,,,,,Unknown,,,MQ43,,1567675019000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,ETNA 1-5,,WF,FI,41.386833,-122.909533,nan,nan,{B79D7D8E-75B4-4026-AEE6-4FD2B23CE403},nan,0,1.0,nan,0,nan,nan,nan,1,007039,nan,nan,,Siskiyou,CAYICC,06093,,CASKU,,,,,,,,nan,,NC04,,CASKU,US-CA,,,,,nan,2019-CASKU-007039,No Decision,nan,,nan,1567675026090,1567978734563,0,,,{B79D7D8E-75B4-4026-AEE6-4FD2B23CE403},7e59e5ca-5fc1-47f8-b53c-c69b5c8c6854,,-122.90953299999995,41.38683300000008,nifc_wildfire_incidents
119,23829658,,DEFAULT,nan,nan,wildcad,190.0,1.0,ARAOC,nan,,,,,,,,,Undetermined,,,,,1650297600000,,nan,nan,nan,nan,nan,,,SACC,nan,nan,nan,,,CRCC ,,RX,FI,34.42315,-97.01646,190.0,nan,{FE975270-C015-4E0D-8C37-95E8BBE2DB60},nan,0,0.0,0.0,0,0.0,0.0,nan,1,001177,nan,nan,,Murray,ARAOC,40099,,,,Private,Private,,,,,nan,,SA03,BIA,OKCHA,US-OK,,,,,nan,2022-OKCHA-001177,No Decision,nan,,nan,1650310197437,1650465054310,0,,,{299B8431-49F3-4FD2-8158-09954959077E},515eafa0-1e5a-49ca-84f4-8a0b00e89ed1,,-97.01646,34.42315,nifc_wildfire_incidents
120,3233397,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,K4A8,,1499274300000,,nan,nan,nan,nan,nan,,,NRCC,nan,nan,nan,,,SOLO,,WF,FI,nan,nan,nan,nan,{FFC90A1D-CAE6-4401-B558-E6557BC3EE49},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000037,nan,nan,,Mountrail,,38061,,NDFBA,,BIA,Federal,,,,,nan,,NR15,BIA,NDFBA,US-ND,,,,,nan,2017-NDFBA-000037,No Decision,nan,,nan,1499282920310,1499282990080,0,,,{FFC90A1D-CAE6-4401-B558-E6557BC3EE49},4e617425-0ee0-448b-9cba-31019be1aa72,,-102.33499999999998,47.92916667000003,nifc_wildfire_incidents
121,762954,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,JRT7,,1433433720000,,nan,nan,nan,nan,nan,,,NWCC,nan,nan,nan,,,1242 HAWK RD.,,WF,FI,nan,nan,nan,nan,{7DDB2534-168F-4330-AC6C-D1E02B9AE51F},nan,0,0.0,1.0,0,0.0,0.0,nan,1,000016,nan,nan,,Yakima,,53077,,WAYAA,,BIA,Federal,,,,,nan,,,,WAYAA,US-WA,,,,,nan,2015-WAYAA-000016,No Decision,nan,,nan,1433465935223,1433465983117,0,,,{7DDB2534-168F-4330-AC6C-D1E02B9AE51F},f4e65c4f-6bcd-4d4a-81a1-c7adaaefcf73,,-120.78299999999996,46.36970000000008,nifc_wildfire_incidents
122,3196653,,DEFAULT,nan,nan,firecode,500.0,nan,,40000.0,,,,,Minimal,,,,,,,K22Q,,1498482000000,Type 4 Incident,nan,nan,nan,nan,nan,,,SACC,1499273100000.0,1498863600000.0,1499273100000.0,F,Type 4 IC,WF MORNING FIRE,"Nine miles east of High Island, TX",WF,FI,nan,nan,nan,nan,{B47BAC8E-F667-4DCF-B6A5-F722DD4CF557},nan,0,1.0,0.0,0,1.0,0.0,0.0,1,000002,100.0,100.0,Sabine Pass,Jefferson,,48245,,TXMCR,,,,,,,,nan,,SA13,FWS,TXMCR,US-TX,,,Tall Grass (2.5 feet),,2.0,2017-TXMCR-000002,No Decision,nan,,nan,1498828341900,1499274449217,0,,,{B47BAC8E-F667-4DCF-B6A5-F722DD4CF557},25308fbc-7380-4f7b-ad55-0959b76c775f,,-94.27721999999994,29.60722000000004,nifc_wildfire_incidents
123,3321376,,DEFAULT,nan,nan,firecode,nan,nan,,nan,,,,,,,,,,,,K62R,,1500421500000,,nan,nan,nan,nan,nan,,,OSCC,nan,nan,nan,,,HOGBACK,,WF,FI,nan,nan,nan,nan,{5E2A842C-0EFC-4BDA-8A42-4EB64FA6DA87},nan,0,1.0,0.0,0,0.0,0.0,nan,1,000413,nan,nan,,Tulare,,06107,,,,,,,,,,nan,,SC04,CDF,CATUU,US-CA,,,,,nan,2017-CATUU-000413,No Decision,nan,,nan,1500478834883,1500735758770,0,,,{5E2A842C-0EFC-4BDA-8A42-4EB64FA6DA87},f318fa13-b113-44cf-b105-8ca7d6f3f62c,,-119.00222221999996,36.64972222000006,nifc_wildfire_incidents
124,20992793,,DEFAULT,nan,nan,cfcad,nan,0.1,CARRCC,nan,,,,,,,,,Undetermined,,,N8BH,,1628801466000,,nan,nan,nan,nan,nan,PN,1522,OSCC,nan,nan,nan,,,MITCHELL,,WF,FI,33.56972,-116.684778,nan,nan,{26B1E4AA-4011-40D1-A560-C07D802B7ADE},nan,0,1.0,1.0,0,1.0,0.0,nan,1,109473,nan,nan,,Riverside,CARRCC,06065,,,,Private,Private,,,,,nan,,SC11,CDF,CARRU,US-CA,,,,,nan,2021-CARRU-109473,No Decision,nan,,nan,1628801968160,1628802041887,0,,,{26B1E4AA-4011-40D1-A560-C07D802B7ADE},742b8ab2-016f-4993-8dae-fe131a1b9910,,-116.684778,33.569720000000075,nifc_wildfire_incidents
125,5586373,,DEFAULT,nan,nan,wildcad,0.1,0.1,AZWDC,nan,,,,,,,,,Unknown,,,,,1528408645000,,nan,nan,nan,nan,nan,,,SWCC,nan,nan,nan,,,AZ-STATE THUNDERING PINES,,WF,FI,35.3134,-111.9468,0.25,nan,{746B3E81-22EC-4812-8CC4-62BA9F0C86C0},nan,0,0.0,0.0,0,0.0,0.0,nan,1,000430,nan,nan,,Coconino,AZWDC,04005,FS,AZKNF,,USFS,Federal,,,,,nan,,SW05,,AZWDC,US-AZ,,,,,nan,2018-AZWDC-000430,No Decision,nan,,nan,1544734351000,1544734378943,0,,,{746B3E81-22EC-4812-8CC4-62BA9F0C86C0},762d61ae-c71d-41d5-9e9c-eaef1e3e22dd,,-111.94679999999994,35.31340000000006,nifc_wildfire_incidents
126,6677176,,DEFAULT,nan,nan,wildcad,0.1,0.1,CAYICC,nan,,,,,,,,,Unknown,,,,,1565453460000,,nan,nan,nan,nan,nan,,,ONCC,nan,nan,nan,,,RUSH,,WF,FI,41.1045,-123.003633,nan,nan,{95A50556-7692-422A-8331-2376BE886C95},nan,0,0.0,0.0,0,0.0,0.0,nan,1,006255,nan,nan,,Siskiyou,CAYICC,06093,FS,CAKNF,,USFS,Federal,,,,,nan,,NC04,FS,CAKNF,US-CA,,,,,nan,2019-CAKNF-006255,No Decision,nan,,nan,1565540033210,1570894962893,0,,,{95A50556-7692-422A-8331-2376BE886C95},55c2e47d-4a18-498b-8e45-b17b4f7eb681,,-123.00363299999998,41.10450000000003,nifc_wildfire_incidents
