REF_ID_COD,UNIQUE_ID,DATA_SOURC,LOC_METHOD,ORIG_ID,SLIDE_NAME,LENGTH_ft,WIDTH_ft,DEPTH_ft,SLOPE,TYPE_MOVE,MOVE_CLASS,CONTR_FACT,TYPE_MTRL,AREA_ft2,VOLUME_ft3,DEEP_SHAL,DAMAGES,LOSSES,COMMENTS,YEAR,DATE_RANGE,MONTH,DAY,FID,ANNUAL_COS,REPAIR_COS,REACTIVATI,longitude,latitude,session_source_key
ODOT2011,LS_1468,Oregon Department of Transportation, ,SL035-0061-90LW1, ,0,0,0.0,0, ,Landslide, , ,0,0, ,Road Impact:LS affects shoulder;, , Hwy Name:Coos Bay-Roseburg; Hwy Number:035;Mile Post:61.9;Frequency:every 5 yrs or less;,0, , , ,1442,0.0,0.0, ,-123.59892732885781,43.07065388278323,portal_dogami_slido
ODOT2011,LS_1469,Oregon Department of Transportation, ,SL035-0063-82LW1, ,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS leaves 1-way traf;Lanes Affected:1;, , Hwy Name:Coos Bay-Roseburg; Hwy Number:035;Mile Post:63.82;Frequency:every 5 yrs or less;,0, , , ,1443,0.0,0.0, ,-123.57005248015567,43.0883036207746,portal_dogami_slido
ODOT2011,LS_1470,Oregon Department of Transportation, ,SL035-0064-32BB1, ,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS leaves 1-way traf;Lanes Affected:1;, , Hwy Name:Coos Bay-Roseburg; Hwy Number:035;Mile Post:64.32;Frequency:every 5 yrs or less;,0, , , ,1444,0.0,0.0, ,-123.56648260358217,43.094430218706954,portal_dogami_slido
ODOT2011,LS_1471,Oregon Department of Transportation, ,SL035-0066-44RE1, ,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS leaves 1-way traf;Lanes Affected:1;, , Hwy Name:Coos Bay-Roseburg; Hwy Number:035;Mile Post:66.44;Frequency:every 5 yrs or less;,0, , , ,1445,0.0,0.0, ,-123.5293177160257,43.10793446197968,portal_dogami_slido
ODOT2011,LS_1682,Oregon Department of Transportation, ,SL021-0011-84BB1, ,0,0,0.0,0, ,Fill Failure, , ,0,0, ,Road Impact:LS close 10-60mi det;Lanes Affected:2;, , Hwy Name:Green Springs; Hwy Number:021;Mile Post:11.84;Frequency:every 3 yrs;,0, , , ,1656,0.0,0.0, ,-122.53487675358278,42.13014857366428,portal_dogami_slido
ODOT2011,LS_1980,Oregon Department of Transportation, ,SL001-0068-23RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2; Other Damage:Property Damage, , Hwy Name:Pacific; Hwy Number:001;Mile Post:68.23;Frequency:every 1 to 2 yrs;guessed on frequency and road impact; no maintenance required,0, , , ,1821,101.80500030517578,500346.0, ,-123.38934872385998,42.589640188236544,portal_dogami_slido
ODOT2011,LS_1981,Oregon Department of Transportation, ,SL001-0069-12RN1,Sexton Mt. Pass,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:69.12;Frequency:2 times a yr;guessed frequency--no maintenance required,0, , , ,1822,328.0,631031.0, ,-123.38313851335032,42.601949681935906,portal_dogami_slido
ODOT2011,LS_1982,Oregon Department of Transportation, ,SL001-0069-99RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, ," Hwy Name:Pacific; Hwy Number:001;Mile Post:69.99;Frequency:every 5 yrs or less;buttress becoming rock-fall hazard, guessed at frequency, no maintenance required",0, , , ,1823,276.4800109863281,55559.8984375, ,-123.37966516826549,42.61394849748301,portal_dogami_slido
ODOT2011,LS_1983,Oregon Department of Transportation, ,SL001-0089-19RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:89.19;Frequency:every 5 yrs or less;no maintenance required,0, , , ,1824,276.4800109863281,4814.7998046875, ,-123.25836327209883,42.81248959737051,portal_dogami_slido
ODOT2011,LS_1984,Oregon Department of Transportation, ,SL001-0094-26LS1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:94.26;Frequency:every yr;gm barriers around the worst section to the south that contains rocks to ditch,0, , , ,1825,760.0,150387.0, ,-123.2417106280434,42.88081399774579,portal_dogami_slido
ODOT2011,LS_1985,Oregon Department of Transportation, ,SL001-0095-63RN1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF fills lane;Lanes Affected:2;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:95.63;Frequency:every yr;two rockfall sections very close together on frontage road,0, , , ,1826,1061.0,1145900.0, ,-123.24371843557033,42.89700320206004,portal_dogami_slido
ODOT2011,LS_1986,Oregon Department of Transportation, ,SL001-0096-90LS1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF on roadway;Lanes Affected:2;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:96.9;Frequency:every yr;,0, , , ,1827,760.0,0.0, ,-123.26251159418477,42.90869284029908,portal_dogami_slido
ODOT2011,LS_1987,Oregon Department of Transportation, ,SL001-0100-18LS1, ,0,0,0.0,0, ,Rockfall, , ,0,0, ,Road Impact:RF contain in ditch;, , Hwy Name:Pacific; Hwy Number:001;Mile Post:100.18;Frequency:every yr;,0, , , ,1828,1031.739990234375,490815.0, ,-123.29753189094022,42.94763799197215,portal_dogami_slido
